CN212177175U,一种山岭隧道的隔震保温防水结构,2020-04-25,2020-12-18,中山大学 | 中交第一公路勘察设计研究院有限公司,王复明 | 汪双杰 | 郭成超 | 孙博 | 马雪 | 韩常领 | 董长松,授权
CN215292549U,一种适用于软岩大变形及高应力地质隧道的吸能锚杆,2021-05-08,2021-12-24,中铁二十五局集团第四工程有限公司 | 中铁二十五局集团第六工程有限公司,李飞 | 孙景超 | 毛盛泰 | 魏磊 | 张恩桥 | 来荣国 | 苏小敏 | 兰天仕 | 唐新华 | 刘飞 | 刘伟 | 王奎胜 | 宋战平 | 张玉伟 | 刘郁冬 | 吴政良 | 蒋若愚 | 付树奎 | 石拓 | 李先健 | 何文庆,授权
CN113859379A,一种履带式行走装置,2021-10-25,2021-12-31,广西岩土钻凿工程科技有限公司 | 桂林航天工业学院,刘忠 | 李源周 | 韦志星 | 黄建成 | 吕勇 | 李慧娴 | 张勇 | 熊中刚,实质审查 | 一案双申
CN113979710A,一种适用于高寒地区的抗腐蚀混凝土及其制备方法,2021-12-10,2022-01-28,黑龙江省公路建设中心 | 交通运输部公路科学研究所,张亮 | 肖阳 | 张宿峰 | 任少辉 | 李鹏飞 | 田波 | 李立辉,实质审查
CN216102473U,一种履带式行走装置,2021-10-25,2022-03-22,广西岩土钻凿工程科技有限公司 | 桂林航天工业学院,刘忠 | 李源周 | 韦志星 | 黄建成 | 吕勇 | 李慧娴 | 张勇 | 熊中刚,授权 | 一案双申
CN209163826U,一种高原高寒地震带隧道保温减震结构,2018-11-13,2019-07-26,中交隧道局第四工程有限公司 | 成都交竢工程科技有限公司,孙永清 | 李学智 | 刘明江 | 王渊 | 张国强 | 王春早 | 胡川 | 周平,未缴年费
CN111485938A,防护台车支架,2020-05-14,2020-08-04,中铁十六局集团有限公司 | 中铁十六局集团北京建功机械有限公司,马栋 | 向大强 | 吴庆红 | 王武现 | 孙毅 | 李燕松 | 闫肃 | 武彬华 | 马利 | 冯义涛 | 李永刚,撤回
CN112065432A,一种穿过活动断层破碎带的隧道结构及其施工方法,2020-09-14,2020-12-11,浙江华东工程咨询有限公司 | 中国电建集团华东勘测设计研究院有限公司,张强 | 陈永红 | 单治钢 | 叶武,实质审查
CN212406764U,一种基于大变形隧道环向释压导洞的锚筒结构,2020-07-30,2021-01-26,高速铁路建造技术国家工程实验室 | 中南大学,余志武 | 傅金阳 | 税明东 | 徐光阳 | 王宇,授权
CN112780335A,防护台车支架,2021-01-04,2021-05-11,中铁十六局集团有限公司 | 中铁十六局集团北京建功机械有限公司,马栋 | 向大强 | 吴庆红 | 王武现 | 孙毅 | 李燕松 | 闫肃 | 武彬华 | 马利 | 冯义涛 | 李永刚,实质审查 | 一案双申
CN214196390U,防护台车支架,2021-01-04,2021-09-14,中铁十六局集团有限公司 | 中铁十六局集团北京建功机械有限公司,马栋 | 向大强 | 吴庆红 | 王武现 | 孙毅 | 李燕松 | 闫肃 | 武彬华 | 马利 | 冯义涛 | 李永刚,授权 | 一案双申
CN113947014A,基于BIM的隧道火灾应急救援方法、终端及存储介质,2021-09-15,2022-01-18,江苏中云筑智慧运维研究院有限公司 | 东南大学,高帅 | 杨国玉 | 李寒冰 | 王盼 | 万春风 | 杨才千,实质审查
CN109900548A,一种低温冻土三轴仪,2019-03-22,2019-06-18,崔凯 | 西南交通大学,崔凯 | 张继勋 | 秦晓同 | 郭国庆,授权
CN110865020A,高原低温低压环境实验模拟箱,2019-12-12,2020-03-06,中南大学 | 中铁二院工程集团有限责任公司 | 中国铁道科学研究院集团有限公司,曾晓辉 | 林艺鹏 | 刘明君 | 谭盐宾 | 潘自立 | 辜英晗 | 赵万强 | 上官明辉 | 龙广成 | 谢友均 | 马聪 | 马昆林,实质审查 | 一案双申
CN211785020U,高原低温低压环境实验模拟箱,2019-12-12,2020-10-27,中南大学 | 中铁二院工程集团有限责任公司 | 中国铁道科学研究院集团有限公司,曾晓辉 | 林艺鹏 | 刘明君 | 谭盐宾 | 潘自立 | 辜英晗 | 赵万强 | 上官明辉 | 龙广成 | 谢友均 | 马聪 | 马昆林,授权 | 一案双申
CN109900548B,一种低温冻土三轴仪,2019-03-22,2020-12-11,崔凯 | 西南交通大学,崔凯 | 张继勋 | 秦晓同 | 郭国庆,授权
CN111795739A,微震传感器,2020-07-16,2020-10-20,中国科学院武汉岩土力学研究所 | 川藏铁路有限公司,陈炳瑞 | 王旭 | 王睿 | 朱新豪 | 李涛 | 魏凡博 | 王庆,授权
CN111880220A,震源定位方法、装置、设备和存储介质,2020-09-07,2020-11-03,中国科学院武汉岩土力学研究所 | 川藏铁路有限公司,李涛 | 陈炳瑞 | 王睿 | 朱新豪 | 王旭 | 王庆,授权
CN112627873A,一种岩爆防治装置以及防治方法,2020-12-15,2021-04-09,西南交通大学 | 中国科学院武汉岩土力学研究所 | 川藏铁路有限公司,罗勋 | 王庆 | 王睿 | 陈炳瑞,授权
CN111795739B,微震传感器,2020-07-16,2021-07-20,中国科学院武汉岩土力学研究所 | 川藏铁路有限公司,陈炳瑞 | 王旭 | 王睿 | 朱新豪 | 李涛 | 魏凡博 | 王庆,授权
CN112627873B,一种岩爆防治装置以及防治方法,2020-12-15,2021-11-30,西南交通大学 | 中国科学院武汉岩土力学研究所 | 川藏铁路有限公司,罗勋 | 王庆 | 王睿 | 陈炳瑞,授权
CN215369943U,一种可移动的便携式高海拔隧道供氧装置,2021-06-24,2021-12-31,北京科技大学 | 川藏铁路有限公司,莫晓雨 | 蒋仲安 | 史代宣 | 王祥 | 许强 | 罗勋,授权
CN114004104A,基于棋盘格测试的CORS站点选取方法,2021-11-09,2022-02-01,中铁第一勘察设计院集团有限公司 | 川藏铁路技术创新中心有限公司,周东卫 | 武瑞宏 | 汤伟尧 | 张波 | 张良会 | 张永刚 | 吕菲,实质审查
CN111880220B,震源定位方法、装置、设备和存储介质,2020-09-07,2022-02-22,中国科学院武汉岩土力学研究所 | 川藏铁路有限公司,李涛 | 陈炳瑞 | 王睿 | 朱新豪 | 王旭 | 王庆,授权
CN114359876A,一种车辆目标识别方法及存储介质,2022-03-21,2022-04-15,成都奥伦达科技有限公司 | 川藏铁路技术创新中心有限公司,刘健飞 | 束子贤 | 江亮亮 | 余建乐 | 魏新元,公开
CN114399762A,一种道路场景点云分类方法及存储介质,2022-03-23,2022-04-26,成都奥伦达科技有限公司 | 川藏铁路技术创新中心有限公司,刘健飞 | 陈薪宇 | 江亮亮 | 张波 | 魏新元,公开
